job_title,required_skills,salary_usd,experience_level,industry,salary_bucket
ai software engineer,"gcp, kubernetes, deep learning, r",38073.0,En,Automotive,<50K
ai research scientist,"computer vision, sql, python, deep learning",61663.0,En,Healthcare,50–100K
autonomous systems engineer,"hadoop, sql, linux, pytorch",90582.0,En,Automotive,50–100K
principal data scientist,"spark, scala, aws, docker, hadoop",53046.0,En,Gaming,50–100K
ai research scientist,"hadoop, pytorch, tableau, scala",289461.0,Ex,Government,200K+
ai consultant,"statistics, git, deep learning",111600.0,Mi,Technology,100–150K
research scientist,"scala, nlp, python",148230.0,Ex,Healthcare,100–150K
ai architect,"spark, tensorflow, data visualization",87450.0,En,Manufacturing,50–100K
machine learning engineer,"sql, kubernetes, tableau, docker, mlops",155917.0,Se,Consulting,150–200K
ml ops engineer,"linux, scala, git, java",118097.0,Se,Media,100–150K
ai specialist,"data visualization, sql, git",251677.0,Ex,Technology,200K+
machine learning researcher,"azure, kubernetes, mathematics",53361.0,En,Finance,50–100K
ai architect,"git, kubernetes, sql, mlops",92769.0,Se,Energy,50–100K
machine learning researcher,"r, sql, python, tensorflow, pytorch",111230.0,En,Real Estate,100–150K
ai consultant,"python, tableau, mlops, kubernetes",85696.0,Mi,Manufacturing,50–100K
ml ops engineer,"r, tensorflow, aws",58585.0,Mi,Real Estate,50–100K
principal data scientist,"azure, nlp, sql, spark",273946.0,Ex,Finance,200K+
ai specialist,"mlops, sql, deep learning, r, mathematics",66890.0,En,Automotive,50–100K
ai consultant,"pytorch, tensorflow, r, mathematics",63306.0,Mi,Real Estate,50–100K
machine learning researcher,"kubernetes, python, r",203958.0,Ex,Finance,200K+
research scientist,"kubernetes, tensorflow, python",100210.0,Mi,Government,100–150K
nlp engineer,"java, git, mathematics, r, gcp",119233.0,En,Automotive,100–150K
ai research scientist,"gcp, linux, sql",95572.0,Ex,Finance,50–100K
research scientist,"r, spark, statistics, hadoop, nlp",117988.0,Se,Real Estate,100–150K
nlp engineer,"pytorch, sql, nlp",124957.0,Ex,Government,100–150K
head of ai,"linux, data visualization, aws",135648.0,Se,Retail,100–150K
machine learning engineer,"kubernetes, scala, python, hadoop, mathematics",71405.0,Mi,Consulting,50–100K
ai architect,"kubernetes, r, azure, statistics, mathematics",93124.0,Se,Gaming,50–100K
ai software engineer,"sql, python, tableau",95291.0,Mi,Real Estate,50–100K
computer vision engineer,"pytorch, git, computer vision",83539.0,Se,Healthcare,50–100K
nlp engineer,"kubernetes, python, gcp, docker",99586.0,Ex,Government,50–100K
robotics engineer,"aws, scala, mlops, gcp",73179.0,En,Retail,50–100K
autonomous systems engineer,"data visualization, statistics, pytorch, spark, python",89018.0,Se,Media,50–100K
research scientist,"statistics, kubernetes, scala",57620.0,Mi,Finance,50–100K
nlp engineer,"sql, hadoop, spark, tableau",143876.0,Ex,Energy,100–150K
computer vision engineer,"tableau, git, linux, gcp, kubernetes",78341.0,Mi,Media,50–100K
ai architect,"python, kubernetes, computer vision, spark, data visualization",143427.0,Mi,Media,100–150K
research scientist,"sql, azure, computer vision",100165.0,Ex,Consulting,100–150K
ai specialist,"mlops, java, sql, git",73782.0,Mi,Healthcare,50–100K
data scientist,"data visualization, kubernetes, gcp, scala",104141.0,Mi,Technology,100–150K
ai consultant,"java, deep learning, linux, aws, mathematics",74342.0,Mi,Energy,50–100K
data scientist,"python, docker, azure, statistics, computer vision",100141.0,Mi,Transportation,100–150K
ai specialist,"sql, spark, nlp",71168.0,En,Consulting,50–100K
machine learning researcher,"kubernetes, scala, mlops, aws, tableau",288416.0,Ex,Transportation,200K+
ai research scientist,"statistics, python, deep learning, kubernetes",100209.0,Mi,Retail,100–150K
data scientist,"git, gcp, hadoop",67554.0,Se,Finance,50–100K
data engineer,"deep learning, statistics, mlops, tensorflow",139216.0,Se,Automotive,100–150K
data analyst,"python, r, mlops, git",250699.0,Ex,Education,200K+
data analyst,"linux, sql, python, hadoop",49082.0,Mi,Telecommunications,<50K
ai software engineer,"sql, aws, data visualization",197473.0,Ex,Automotive,150–200K
head of ai,"deep learning, docker, linux, computer vision",76362.0,En,Telecommunications,50–100K
data engineer,"docker, hadoop, spark",163893.0,Ex,Transportation,150–200K
principal data scientist,"aws, hadoop, linux, data visualization, java",268707.0,Ex,Retail,200K+
nlp engineer,"spark, scala, azure, linux",139129.0,Se,Real Estate,100–150K
computer vision engineer,"kubernetes, hadoop, tableau",77775.0,Mi,Manufacturing,50–100K
nlp engineer,"hadoop, java, mlops, tensorflow, azure",125422.0,Mi,Education,100–150K
data engineer,"python, computer vision, mlops, statistics, tensorflow",170767.0,Ex,Telecommunications,150–200K
ai software engineer,"data visualization, sql, r, azure, java",265990.0,Ex,Transportation,200K+
computer vision engineer,"python, pytorch, tableau",92489.0,Se,Healthcare,50–100K
ai software engineer,"pytorch, tensorflow, tableau, aws",68912.0,En,Manufacturing,50–100K
machine learning researcher,"mlops, pytorch, deep learning, computer vision",137200.0,Se,Energy,100–150K
ai specialist,"spark, mlops, azure, r, java",48462.0,En,Government,<50K
ai architect,"docker, git, sql, tableau, scala",203661.0,Ex,Education,200K+
ai architect,"sql, git, scala, spark, python",65569.0,Mi,Healthcare,50–100K
robotics engineer,"docker, sql, pytorch",98229.0,Mi,Finance,50–100K
data engineer,"statistics, scala, r",163939.0,Ex,Gaming,150–200K
head of ai,"linux, git, java, mathematics",296762.0,Ex,Technology,200K+
principal data scientist,"linux, deep learning, git",65756.0,En,Finance,50–100K
ai architect,"mathematics, r, java",154652.0,Se,Manufacturing,150–200K
data engineer,"python, scala, hadoop, statistics, computer vision",79810.0,Se,Gaming,50–100K
machine learning researcher,"kubernetes, gcp, data visualization",161521.0,Se,Finance,150–200K
ai consultant,"linux, tensorflow, pytorch",97800.0,Mi,Education,50–100K
robotics engineer,"computer vision, linux, python",184748.0,Ex,Government,150–200K
ai product manager,"mlops, python, spark, nlp, gcp",147896.0,Se,Finance,100–150K
ai software engineer,"sql, statistics, aws, azure",88282.0,Mi,Media,50–100K
ai specialist,"git, python, docker, linux, nlp",196230.0,Ex,Gaming,150–200K
deep learning engineer,"sql, spark, nlp, git",149091.0,Se,Education,100–150K
ml ops engineer,"tableau, statistics, python, hadoop",187208.0,Se,Gaming,150–200K
data analyst,"docker, kubernetes, linux",71961.0,Mi,Finance,50–100K
ai software engineer,"kubernetes, linux, computer vision, mathematics",74621.0,Se,Government,50–100K
principal data scientist,"git, docker, python, statistics",237398.0,Ex,Gaming,200K+
autonomous systems engineer,"git, deep learning, r, kubernetes, docker",107304.0,Mi,Real Estate,100–150K
machine learning researcher,"computer vision, gcp, python",105658.0,Mi,Retail,100–150K
data engineer,"linux, data visualization, java, computer vision",37053.0,En,Consulting,<50K
ai architect,"mathematics, kubernetes, nlp, linux, python",99888.0,Se,Real Estate,50–100K
ai product manager,"gcp, aws, spark, python",266292.0,Ex,Media,200K+
ml ops engineer,"computer vision, tensorflow, docker",118147.0,Se,Manufacturing,100–150K
computer vision engineer,"java, tableau, azure, python, mlops",66468.0,Se,Manufacturing,50–100K
research scientist,"gcp, sql, nlp, r, python",129384.0,Se,Automotive,100–150K
robotics engineer,"python, gcp, scala, deep learning, hadoop",75714.0,En,Gaming,50–100K
nlp engineer,"pytorch, gcp, hadoop, azure, data visualization",107217.0,Ex,Government,100–150K
computer vision engineer,"pytorch, aws, data visualization, mlops, spark",49837.0,En,Energy,<50K
autonomous systems engineer,"java, computer vision, data visualization, scala, r",97403.0,Se,Government,50–100K
deep learning engineer,"sql, deep learning, git",52454.0,En,Telecommunications,50–100K
robotics engineer,"python, r, tensorflow, kubernetes, hadoop",102125.0,Mi,Technology,100–150K
robotics engineer,"scala, tensorflow, gcp",67807.0,En,Gaming,50–100K
machine learning engineer,"linux, mlops, spark, sql, kubernetes",344427.0,Ex,Manufacturing,200K+
ai consultant,"tensorflow, pytorch, r",77644.0,En,Transportation,50–100K
principal data scientist,"kubernetes, r, tableau, data visualization",73376.0,Se,Education,50–100K
ai consultant,"python, tensorflow, scala, linux, statistics",94265.0,Se,Automotive,50–100K
machine learning engineer,"deep learning, azure, statistics",77841.0,Mi,Real Estate,50–100K
deep learning engineer,"deep learning, sql, computer vision, git",64403.0,Mi,Consulting,50–100K
nlp engineer,"java, gcp, computer vision, git",123997.0,Se,Government,100–150K
ai product manager,"sql, hadoop, mathematics, scala, linux",113621.0,Se,Consulting,100–150K
ai research scientist,"aws, git, sql, hadoop, deep learning",173970.0,Mi,Telecommunications,150–200K
ai product manager,"nlp, linux, sql",120613.0,Ex,Finance,100–150K
nlp engineer,"pytorch, computer vision, sql",36359.0,En,Retail,<50K
ai architect,"linux, statistics, nlp",194946.0,Ex,Finance,150–200K
computer vision engineer,"python, azure, computer vision, data visualization",55838.0,Mi,Media,50–100K
autonomous systems engineer,"tableau, java, git, pytorch, docker",100797.0,Mi,Automotive,100–150K
machine learning engineer,"tensorflow, statistics, deep learning, linux",117827.0,Se,Government,100–150K
deep learning engineer,"python, tensorflow, pytorch, deep learning, sql",54482.0,En,Telecommunications,50–100K
machine learning researcher,"r, sql, scala, deep learning, hadoop",118538.0,Se,Consulting,100–150K
ai specialist,"scala, computer vision, linux, mlops",160384.0,Ex,Education,150–200K
deep learning engineer,"pytorch, gcp, data visualization",98318.0,Ex,Automotive,50–100K
ml ops engineer,"hadoop, computer vision, python, docker, r",69769.0,En,Media,50–100K
computer vision engineer,"docker, python, gcp, computer vision",88193.0,En,Consulting,50–100K
head of ai,"linux, python, deep learning",116499.0,Mi,Manufacturing,100–150K
ai product manager,"sql, data visualization, pytorch",173299.0,Mi,Finance,150–200K
ml ops engineer,"sql, data visualization, docker",92452.0,Se,Healthcare,50–100K
nlp engineer,"tableau, python, kubernetes, azure",106735.0,Mi,Healthcare,100–150K
ai product manager,"computer vision, kubernetes, pytorch, scala",188596.0,Ex,Government,150–200K
research scientist,"mlops, azure, aws, git, linux",68546.0,En,Finance,50–100K
ai architect,"sql, git, pytorch",241126.0,Ex,Consulting,200K+
research scientist,"r, azure, aws, deep learning",88944.0,Mi,Energy,50–100K
ai specialist,"linux, hadoop, computer vision, sql",93411.0,Mi,Finance,50–100K
principal data scientist,"statistics, scala, mathematics, computer vision",88023.0,En,Transportation,50–100K
deep learning engineer,"sql, pytorch, tableau",71358.0,Mi,Retail,50–100K
data analyst,"data visualization, mlops, docker, deep learning",97667.0,Mi,Retail,50–100K
deep learning engineer,"sql, java, aws, pytorch",47475.0,En,Technology,<50K
principal data scientist,"sql, scala, linux, pytorch, java",211093.0,Ex,Retail,200K+
ai software engineer,"java, sql, docker, mathematics",59896.0,Mi,Manufacturing,50–100K
computer vision engineer,"pytorch, sql, gcp, r",50301.0,En,Telecommunications,50–100K
head of ai,"kubernetes, pytorch, tensorflow",128823.0,Ex,Retail,100–150K
ai consultant,"data visualization, python, azure",157325.0,Ex,Transportation,150–200K
nlp engineer,"sql, hadoop, statistics",118791.0,Mi,Media,100–150K
data scientist,"aws, gcp, hadoop",62099.0,Mi,Education,50–100K
data engineer,"tableau, nlp, aws, kubernetes, python",146336.0,Se,Finance,100–150K
machine learning engineer,"spark, python, aws, statistics, git",131006.0,Ex,Energy,100–150K
ai research scientist,"python, deep learning, kubernetes, r",175744.0,Ex,Media,150–200K
deep learning engineer,"mlops, tensorflow, sql, mathematics, pytorch",99845.0,Mi,Healthcare,50–100K
research scientist,"hadoop, tableau, computer vision, r",79031.0,Mi,Technology,50–100K
ai architect,"java, git, spark, tableau",36338.0,En,Healthcare,<50K
ai architect,"data visualization, mlops, linux, scala, python",86623.0,Mi,Energy,50–100K
computer vision engineer,"pytorch, git, data visualization, nlp",85340.0,En,Healthcare,50–100K
head of ai,"nlp, tensorflow, deep learning, r, tableau",74299.0,Se,Gaming,50–100K
nlp engineer,"r, sql, hadoop, scala, linux",131596.0,Se,Energy,100–150K
nlp engineer,"r, aws, tensorflow",137758.0,Ex,Media,100–150K
computer vision engineer,"r, deep learning, java, scala, hadoop",159638.0,Ex,Energy,150–200K
robotics engineer,"linux, data visualization, tableau, r, hadoop",66351.0,En,Telecommunications,50–100K
machine learning researcher,"kubernetes, java, statistics, azure, gcp",131355.0,Mi,Media,100–150K
data scientist,"sql, mathematics, python",117426.0,Ex,Transportation,100–150K
ai research scientist,"linux, tableau, tensorflow, python",75182.0,Se,Manufacturing,50–100K
principal data scientist,"git, python, linux, statistics, hadoop",36506.0,En,Energy,<50K
nlp engineer,"python, scala, deep learning, computer vision, kubernetes",65625.0,En,Retail,50–100K
data analyst,"hadoop, kubernetes, mathematics, tensorflow, java",104409.0,Ex,Education,100–150K
ml ops engineer,"docker, git, linux, sql, python",55067.0,En,Automotive,50–100K
robotics engineer,"computer vision, tensorflow, sql, scala, data visualization",73157.0,En,Education,50–100K
machine learning engineer,"git, scala, computer vision",83331.0,Mi,Transportation,50–100K
machine learning engineer,"python, sql, tensorflow",134524.0,Mi,Automotive,100–150K
data engineer,"hadoop, python, nlp, computer vision, tableau",59368.0,En,Manufacturing,50–100K
ai consultant,"hadoop, r, java, tableau",152037.0,Ex,Gaming,150–200K
autonomous systems engineer,"aws, python, docker, azure",107223.0,Mi,Telecommunications,100–150K
computer vision engineer,"docker, python, nlp",159146.0,Se,Real Estate,150–200K
ai consultant,"hadoop, azure, data visualization, aws",119837.0,Ex,Technology,100–150K
nlp engineer,"computer vision, spark, aws, python, data visualization",96362.0,Mi,Government,50–100K
principal data scientist,"hadoop, tensorflow, kubernetes",76831.0,Se,Energy,50–100K
robotics engineer,"pytorch, scala, tensorflow",106259.0,Ex,Education,100–150K
ai specialist,"python, git, tensorflow, nlp",40032.0,En,Real Estate,<50K
autonomous systems engineer,"data visualization, tensorflow, python",59762.0,En,Energy,50–100K
robotics engineer,"git, deep learning, mathematics, spark, docker",128063.0,Mi,Manufacturing,100–150K
deep learning engineer,"nlp, kubernetes, python",58267.0,En,Automotive,50–100K
deep learning engineer,"python, computer vision, nlp, scala, aws",43657.0,En,Technology,<50K
robotics engineer,"sql, data visualization, pytorch",126648.0,Se,Healthcare,100–150K
research scientist,"sql, pytorch, tensorflow, spark, statistics",166953.0,Ex,Manufacturing,150–200K
ai research scientist,"sql, pytorch, tableau, aws, data visualization",84258.0,Se,Consulting,50–100K
principal data scientist,"azure, scala, deep learning",137681.0,Se,Technology,100–150K
machine learning researcher,"sql, pytorch, tableau, azure",87167.0,Mi,Consulting,50–100K
ai product manager,"python, azure, hadoop, gcp, nlp",120348.0,Mi,Retail,100–150K
ai product manager,"java, python, gcp, pytorch",211719.0,Ex,Healthcare,200K+
ai consultant,"java, spark, python",54616.0,En,Consulting,50–100K
ai specialist,"docker, kubernetes, tensorflow, tableau, git",258797.0,Ex,Transportation,200K+
autonomous systems engineer,"linux, statistics, r",173653.0,Ex,Consulting,150–200K
robotics engineer,"kubernetes, gcp, tableau",132714.0,Ex,Transportation,100–150K
ai product manager,"statistics, mlops, linux, deep learning",151317.0,Se,Consulting,150–200K
principal data scientist,"sql, r, computer vision, statistics, nlp",100900.0,Se,Technology,100–150K
machine learning researcher,"tableau, spark, azure, aws, git",53454.0,En,Technology,50–100K
data engineer,"mathematics, sql, java, r",81833.0,Mi,Education,50–100K
principal data scientist,"java, sql, tableau, kubernetes, spark",93427.0,Se,Transportation,50–100K
data analyst,"python, scala, deep learning",161600.0,Ex,Government,150–200K
data analyst,"nlp, gcp, docker, mlops",109381.0,Se,Energy,100–150K
machine learning engineer,"mlops, sql, tableau",165150.0,Se,Transportation,150–200K
principal data scientist,"gcp, aws, mathematics, sql, spark",52800.0,En,Media,50–100K
ai software engineer,"tensorflow, nlp, kubernetes, gcp, data visualization",110585.0,Se,Energy,100–150K
machine learning engineer,"computer vision, kubernetes, linux, git, data visualization",120166.0,Mi,Media,100–150K
ai product manager,"kubernetes, pytorch, mathematics",54885.0,Mi,Automotive,50–100K
data engineer,"git, kubernetes, java",37602.0,En,Technology,<50K
ai research scientist,"spark, deep learning, r, mathematics, mlops",88641.0,Mi,Manufacturing,50–100K
principal data scientist,"git, data visualization, hadoop",85714.0,Mi,Real Estate,50–100K
machine learning researcher,"pytorch, mathematics, hadoop, tensorflow, azure",55730.0,En,Healthcare,50–100K
autonomous systems engineer,"mlops, pytorch, tensorflow, deep learning",101914.0,En,Retail,100–150K
computer vision engineer,"hadoop, aws, azure, python",220552.0,Ex,Media,200K+
research scientist,"docker, java, computer vision, pytorch",50418.0,En,Gaming,50–100K
machine learning researcher,"statistics, azure, linux",87202.0,Se,Healthcare,50–100K
deep learning engineer,"r, azure, data visualization, statistics",97284.0,Mi,Gaming,50–100K
research scientist,"sql, data visualization, aws, nlp",166527.0,Se,Transportation,150–200K
principal data scientist,"linux, tensorflow, tableau, sql, mathematics",42206.0,En,Healthcare,<50K
data scientist,"aws, python, tensorflow",63803.0,Mi,Technology,50–100K
data analyst,"tableau, mathematics, kubernetes, data visualization",73542.0,Se,Consulting,50–100K
data analyst,"computer vision, hadoop, mlops, docker",185460.0,Se,Telecommunications,150–200K
machine learning engineer,"tensorflow, scala, python",134177.0,Ex,Automotive,100–150K
autonomous systems engineer,"kubernetes, python, statistics, deep learning",131893.0,Ex,Retail,100–150K
machine learning engineer,"mlops, scala, gcp, mathematics",263587.0,Ex,Media,200K+
ai product manager,"scala, java, kubernetes",170276.0,Ex,Gaming,150–200K
machine learning researcher,"python, tensorflow, deep learning, kubernetes",47368.0,En,Energy,<50K
ai consultant,"java, pytorch, nlp, git, scala",133312.0,Mi,Telecommunications,100–150K
data engineer,"data visualization, java, scala, aws",69590.0,Mi,Energy,50–100K
research scientist,"r, sql, java, mathematics",110545.0,Se,Retail,100–150K
deep learning engineer,"tensorflow, mathematics, nlp, computer vision",82225.0,En,Energy,50–100K
deep learning engineer,"python, tensorflow, spark, statistics, aws",101330.0,Ex,Transportation,100–150K
data analyst,"git, kubernetes, data visualization, r, tableau",77350.0,Mi,Government,50–100K
ai product manager,"mlops, java, sql",84792.0,Mi,Finance,50–100K
ai architect,"scala, mlops, sql, nlp, spark",48566.0,Mi,Media,<50K
deep learning engineer,"statistics, sql, pytorch",89702.0,En,Manufacturing,50–100K
ai software engineer,"sql, data visualization, r, azure",119147.0,Se,Real Estate,100–150K
nlp engineer,"python, mathematics, deep learning, tensorflow, computer vision",124898.0,Se,Media,100–150K
principal data scientist,"statistics, sql, linux, pytorch",150624.0,Se,Real Estate,150–200K
nlp engineer,"statistics, pytorch, nlp, spark, aws",47587.0,En,Automotive,<50K
autonomous systems engineer,"pytorch, r, deep learning",90807.0,En,Finance,50–100K
head of ai,"python, tableau, linux, tensorflow",57090.0,Mi,Gaming,50–100K
head of ai,"python, hadoop, tensorflow, scala, nlp",91498.0,Mi,Government,50–100K
ai software engineer,"tableau, azure, aws, computer vision",230069.0,Ex,Telecommunications,200K+
ai research scientist,"spark, mlops, pytorch, linux, computer vision",113403.0,Ex,Media,100–150K
ai research scientist,"tensorflow, git, computer vision, spark",92979.0,Se,Government,50–100K
ai research scientist,"statistics, scala, python, gcp",68018.0,En,Gaming,50–100K
data analyst,"pytorch, sql, deep learning",185271.0,Ex,Media,150–200K
machine learning engineer,"azure, computer vision, hadoop, spark, python",51120.0,En,Gaming,50–100K
ai specialist,"azure, pytorch, mathematics, statistics",136588.0,Ex,Finance,100–150K
ai product manager,"linux, spark, git, java",114368.0,Se,Telecommunications,100–150K
computer vision engineer,"r, sql, statistics, spark",70094.0,Mi,Education,50–100K
ai research scientist,"linux, spark, pytorch, nlp",56721.0,En,Real Estate,50–100K
data scientist,"python, tensorflow, sql",187069.0,Ex,Retail,150–200K
computer vision engineer,"python, tensorflow, azure, mlops",46575.0,En,Manufacturing,<50K
machine learning engineer,"python, sql, tableau, tensorflow",135754.0,Ex,Gaming,100–150K
ai specialist,"git, tableau, tensorflow, sql, mlops",144552.0,Ex,Consulting,100–150K
deep learning engineer,"statistics, azure, tensorflow",135827.0,Se,Media,100–150K
head of ai,"pytorch, scala, tensorflow",102643.0,Ex,Gaming,100–150K
robotics engineer,"scala, java, spark, docker, computer vision",65435.0,Mi,Retail,50–100K
data scientist,"scala, sql, aws",117192.0,En,Healthcare,100–150K
machine learning engineer,"git, python, tensorflow, mathematics, statistics",37236.0,En,Consulting,<50K
ai specialist,"hadoop, pytorch, spark",202732.0,Ex,Government,200K+
ai architect,"python, deep learning, aws, java",79953.0,En,Media,50–100K
ai software engineer,"azure, tensorflow, aws",207747.0,Ex,Automotive,200K+
computer vision engineer,"sql, tableau, python, kubernetes, git",277356.0,Ex,Consulting,200K+
ai consultant,"gcp, git, python",146048.0,Ex,Transportation,100–150K
head of ai,"computer vision, docker, linux",92452.0,Mi,Energy,50–100K
autonomous systems engineer,"pytorch, nlp, sql",115225.0,Ex,Real Estate,100–150K
head of ai,"git, python, tensorflow, spark",273891.0,Ex,Real Estate,200K+
machine learning engineer,"scala, mlops, linux",97719.0,Ex,Education,50–100K
ai consultant,"linux, statistics, pytorch, spark, azure",132894.0,Se,Real Estate,100–150K
ai specialist,"nlp, git, scala, spark",123203.0,Mi,Energy,100–150K
nlp engineer,"python, scala, computer vision",66227.0,En,Manufacturing,50–100K
ai research scientist,"pytorch, git, tableau, gcp",175107.0,Ex,Media,150–200K
data engineer,"python, git, mlops, tensorflow, r",51723.0,Mi,Finance,50–100K
computer vision engineer,"spark, linux, azure",124710.0,Se,Consulting,100–150K
robotics engineer,"git, python, kubernetes, tableau",160986.0,Se,Gaming,150–200K
machine learning engineer,"hadoop, deep learning, kubernetes",149054.0,Mi,Finance,100–150K
principal data scientist,"mathematics, r, computer vision, linux",70247.0,Mi,Telecommunications,50–100K
principal data scientist,"azure, data visualization, mlops, tensorflow, pytorch",133186.0,Mi,Media,100–150K
data engineer,"scala, linux, pytorch, tensorflow, computer vision",157103.0,Se,Consulting,150–200K
computer vision engineer,"git, spark, nlp",146929.0,Se,Retail,100–150K
machine learning researcher,"tensorflow, hadoop, spark",153721.0,Ex,Energy,150–200K
machine learning researcher,"java, sql, tensorflow, git",59242.0,En,Energy,50–100K
ml ops engineer,"tableau, mathematics, statistics, python, kubernetes",68455.0,En,Healthcare,50–100K
data analyst,"tensorflow, java, sql, linux",62969.0,En,Healthcare,50–100K
machine learning researcher,"mathematics, sql, tensorflow, hadoop",61716.0,Mi,Real Estate,50–100K
ai specialist,"r, java, gcp",147207.0,Mi,Energy,100–150K
ai product manager,"tensorflow, kubernetes, spark, deep learning",37797.0,En,Media,<50K
ai product manager,"gcp, data visualization, python, tableau, sql",54180.0,En,Healthcare,50–100K
machine learning engineer,"scala, gcp, computer vision",140906.0,Ex,Automotive,100–150K
ai product manager,"deep learning, tableau, azure, pytorch, gcp",148802.0,Se,Education,100–150K
ai consultant,"python, tableau, java",98009.0,Mi,Energy,50–100K
ai architect,"sql, java, tensorflow, gcp",97293.0,Mi,Technology,50–100K
machine learning engineer,"r, java, tensorflow, linux",107382.0,Se,Finance,100–150K
research scientist,"docker, python, git",126912.0,Mi,Consulting,100–150K
ai product manager,"hadoop, linux, docker, spark, python",237127.0,Ex,Healthcare,200K+
robotics engineer,"kubernetes, computer vision, scala, java",65660.0,Mi,Energy,50–100K
data analyst,"gcp, spark, deep learning, tensorflow, statistics",76935.0,En,Consulting,50–100K
nlp engineer,"sql, python, nlp",133778.0,Se,Automotive,100–150K
research scientist,"hadoop, mathematics, r",111828.0,Mi,Real Estate,100–150K
machine learning engineer,"mlops, sql, mathematics, tableau",135800.0,Ex,Transportation,100–150K
machine learning researcher,"azure, python, scala",77800.0,Se,Finance,50–100K
robotics engineer,"pytorch, kubernetes, statistics",82514.0,En,Consulting,50–100K
ai research scientist,"git, gcp, docker, python, scala",96218.0,Se,Energy,50–100K
principal data scientist,"data visualization, r, java, spark",69202.0,Mi,Consulting,50–100K
head of ai,"r, aws, deep learning",245116.0,Ex,Finance,200K+
ml ops engineer,"git, python, nlp",156865.0,Se,Real Estate,150–200K
ai software engineer,"java, tableau, pytorch, linux",163339.0,Ex,Manufacturing,150–200K
deep learning engineer,"azure, git, spark, aws, hadoop",85248.0,Se,Gaming,50–100K
ai software engineer,"git, azure, data visualization, sql",205825.0,Se,Finance,200K+
data scientist,"tensorflow, kubernetes, data visualization, git, mathematics",87726.0,En,Automotive,50–100K
ai architect,"linux, statistics, data visualization, r, aws",85579.0,En,Retail,50–100K
ai architect,"azure, kubernetes, statistics, spark",96160.0,En,Telecommunications,50–100K
data engineer,"scala, azure, git",83312.0,Se,Automotive,50–100K
ml ops engineer,"docker, python, mlops, tensorflow, mathematics",203604.0,Ex,Technology,200K+
ai specialist,"tableau, scala, aws",274952.0,Ex,Gaming,200K+
machine learning researcher,"r, mlops, kubernetes",48639.0,En,Healthcare,<50K
research scientist,"aws, tableau, kubernetes, linux",50734.0,Mi,Media,50–100K
ai architect,"mlops, azure, kubernetes, mathematics, statistics",90518.0,Se,Real Estate,50–100K
autonomous systems engineer,"mlops, r, tensorflow, nlp, gcp",72406.0,Se,Retail,50–100K
autonomous systems engineer,"docker, linux, git, spark, python",103320.0,Mi,Gaming,100–150K
head of ai,"linux, python, pytorch, sql",91541.0,Se,Government,50–100K
ai consultant,"pytorch, hadoop, computer vision",164280.0,Mi,Telecommunications,150–200K
autonomous systems engineer,"computer vision, mlops, data visualization, pytorch, docker",94130.0,Ex,Energy,50–100K
ai software engineer,"git, tensorflow, mlops, python",88881.0,Ex,Finance,50–100K
research scientist,"sql, hadoop, computer vision, git, statistics",107835.0,Se,Media,100–150K
data engineer,"python, docker, tableau, git, azure",69851.0,Mi,Healthcare,50–100K
machine learning engineer,"azure, r, mathematics",87131.0,Mi,Finance,50–100K
principal data scientist,"spark, java, tableau, deep learning",67124.0,En,Telecommunications,50–100K
data engineer,"gcp, java, linux",50229.0,En,Energy,50–100K
head of ai,"r, sql, computer vision",328260.0,Ex,Retail,200K+
robotics engineer,"azure, linux, gcp, nlp, spark",263998.0,Ex,Media,200K+
machine learning engineer,"scala, hadoop, statistics",85666.0,Se,Technology,50–100K
principal data scientist,"python, hadoop, mathematics, spark",88829.0,Se,Energy,50–100K
data scientist,"java, kubernetes, mathematics, docker, azure",103615.0,Mi,Education,100–150K
nlp engineer,"scala, sql, pytorch, git",66866.0,Mi,Telecommunications,50–100K
ai architect,"nlp, gcp, aws, python",53108.0,Mi,Automotive,50–100K
machine learning researcher,"spark, kubernetes, python, computer vision",180664.0,Ex,Healthcare,150–200K
robotics engineer,"sql, java, hadoop, git, azure",163874.0,Ex,Manufacturing,150–200K
nlp engineer,"statistics, azure, java, data visualization",59767.0,Mi,Retail,50–100K
data analyst,"deep learning, scala, statistics, docker",122064.0,Ex,Government,100–150K
machine learning researcher,"statistics, aws, docker",78183.0,Mi,Telecommunications,50–100K
research scientist,"scala, docker, spark",132374.0,Se,Gaming,100–150K
ai consultant,"python, gcp, java",165442.0,Ex,Technology,150–200K
ai architect,"tensorflow, hadoop, pytorch, statistics",195657.0,Ex,Finance,150–200K
ai consultant,"java, data visualization, aws",76253.0,Se,Automotive,50–100K
principal data scientist,"gcp, python, mlops, tensorflow, linux",74095.0,En,Automotive,50–100K
ai architect,"java, python, linux",169060.0,Se,Energy,150–200K
ai specialist,"statistics, tensorflow, tableau, git",107151.0,Se,Finance,100–150K
principal data scientist,"docker, python, deep learning, mathematics",76031.0,En,Real Estate,50–100K
computer vision engineer,"aws, spark, tableau, deep learning",62867.0,Mi,Technology,50–100K
ai consultant,"spark, pytorch, data visualization, r",130114.0,Ex,Finance,100–150K
research scientist,"python, git, tableau, r, kubernetes",70439.0,Mi,Energy,50–100K
ml ops engineer,"python, hadoop, tensorflow, azure",77703.0,En,Gaming,50–100K
machine learning engineer,"kubernetes, computer vision, aws",186847.0,Ex,Technology,150–200K
ai product manager,"deep learning, docker, scala",90718.0,Se,Retail,50–100K
